"page","line","text"
299,23,"pushing the America First agenda. And that's where I am now."
299,24,"Q__ Now, I get the sense that in the early days with Tea Party Express, that's"
299,25,"where you got some experience with bus tours. Is that fair?"
299,?,"SUBJECT TO PROTECTIVE ORDER SCO-00798580"
300,1,"A Yes. I'm called the bus queen."
300,2,"Q- Okay. Allright. I won't call you that but I hear --"
300,3,"A My family rolls their eyes when I say the word bus because they're, like, here"
300,4,"she goes again."
300,5,"Q_ And so talk about that, using the bus as a means to get out and get your"
300,6,"message around. Whyis it something you did, and why has it been effective for you?"
300,7,"A Because I -- we realized early on with Tea Party Express that any one of us"
300,8,"could be replaced on the bus. None of us were the rock stars. It was the bus that was"
300,9,"the rock star. And while we're blessed to be able to travel and go across the country"
300,10,"and be with people and meet people, there are people out, you know, in the middle of"
300,11,"the heartland that aren't able to travel. And they live ona farm, and they don't see"
300,12,"people that often."
300,13,"And so, with the bus, it was -- it was something that everybody got to share a"
300,14,"piece of, you know. And so, it was always successful. People loved it. And it was"
300,15,"exhausting and tiring. But, I mean, it -- we loved it and it worked. And so I think we"
300,16,"built one of the biggest brands in modern -- in modern-day politics."
300,17,"And -- and so, it was, you know, Let's get back on the bus, and Let's do the March"
300,18,"for Trump. And, again, it was, you know, being able to connect with people that"
300,19,"otherwise wouldn't be able to, you know, participate in something."
300,20,"Q_ And doing the March for Trump, is that -- and the bus tour, is that something"
300,21,"you started before the 2020 election, or did that happen after Election Day?"
300,22,"A No. So we actually, the first event we did for the March for Trump was"
300,23,"during the first impeachment. And we had a rally on Capitol Hill. And that was"
300,24,"in -- was that in October 2019, I think, the fall of 2019? And then! think we did"
300,25,"something back at that Christmas to March for Trump on the Hill, and so, we had done"
300,?,"SUBJECT TO PROTECTIVE ORDER SCO-00798581"
301,4,"d Mr. SS. Vs. Ss phone number is also in the prior exhibit."
301,2,"vv. And the prior -- I see what you are saying. Yes, absolutely. We"
301,3,"will take care of that."
301,4,"BY MR. i:"
301,5,"Q_ And so, if we look back then when the President tweeted about January"
301,6,"6th -- it is in exhibit 12 on page 5, that ""be there, will be wild"" tweet -- did you have any"
301,7,"idea he was going to send that out, any forewarning? Did anybody tell you?"
301,8,"A What day did he send that out?"
301,9,"Q December 19th. So, before [NJ comes in the picture, this is just"
301,10,"on his own -- it appears to be the President on his own."
301,11,"A No. Imean,no. I didn't know that he was going to send that out. I"
301,12,"mean, until we started -- until I reached out to me -- I think it was the day"
301,13,"after Christmas -- and asked if -- about my connecting with [EM and possibly moving"
301,14,"the event to the Ellipse, I mean, we were just doing an event January 6th at Freedom"
301,15,"Plaza, just like we did in November and December. And, I mean, I had no idea, you"
301,16,"know, what the President was planning or doing at that point."
301,17,"Q_ And, to that point, I am going to flip back really quick to text messages with"
301,18,"HS S't's exhibit 3. And the very last one is, on December 19th, 2020, at 2"
301,19,"p.m., so in the afternoon after of the tweet, you send EM a link to a tweet that"
301,20,"you had put up. Okay? If we zoom in, I will show you. You can see"
301,21,"Keep going. Maybe one more. So there you sent hima link to your tweet. And then"
301,22,"we got the tweet on page 6 of exhibit 12. We can then show that."
301,23,"Okay. If you can go down to the bottom, you can see the time is 1:57 p.m., on"
301,24,"December 19th. So it looks like you send {EEE a link to this tweet just a couple"
301,25,"minutes later. And it just says: We have been marching and fighting for the"
301,?,"SUBJECT TO PROTECTIVE ORDER SCO-00798632"
302,1,"did not have the permit at that time. But we have been told we were probably going to"
302,2,"get it."
302,3,"Q_ Isee. Could you -- do you know how to spell Ms i last name?"
302,4,"A I think i."
302,5,"Q_ Okay. At this time had you reconciled with EEE and you were"
302,6,"going to work with him on the event on the 6th, or whatever he was doing was separate"
302,7,"from what you were planning?"
302,8,"A Yeah, no, I mean, to this day we haven't reconciled with."
302,9,"Q_ Okay."
302,10,"A He would be -- you know, he would be doing her Periscopes or whatever"
302,11,"live, bashing us, just, I mean, just ridiculous. So, no, I mean, it was -- we just, you know,"
302,12,"moved on and kept looking forward."
302,13,"Q_ You -- you've already talked about. We might as well get it to, that things"
302,14,"changed when you get that phone call from J it sounds like."
302,15,"A Oh, yeah, sof reached out and said we have a mutual friend,"
302,16,"i. and she's been trying to get in touch with you. I think he said, you know, she sent"
302,17,"you direct message on Instagram or Twitter or whatever. And she wanted to talk to you"
302,18,"to see what you thought about moving the event to the Ellipse and possibly having POTUS"
302,19,"come."
302,20,"Well, the whole reason [i was -- was involved was because that second"
302,21,"rally on -- in December, I reached out to and hired them for jumbotrons because"
302,22,"the crowd had been so big that people couldn't hear. So we had the jumbotrons there."
302,23,"SoZ reached out to me, because we had worked together on that event. He"
302,24,"reached out about I, and so I honestly can't remember if I called [J or if"
302,25,"Hi alled J. I just remember that [was -- because we were still at the"
302,?,"SUBJECT TO PROTECTIVE ORDER SCO-00798636"
374,?,"SELECT COMMITTEE TO INVESTIGATE THE"
374,?,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
374,?,"U.S. HOUSE OF REPRESENTATIVES,"
374,?,"WASHINGTON, D.C."
374,?,"DEPOSITION OF: ay"
374,?,"Thursday, February 3, 2022"
374,?,"Washington, D.C."
374,?,"The deposition in the above matter was held via Webex, commencing at 10:04"
374,?,"a.m."
374,?,"Present: Representatives Aguilar, Lofgren, Murphy, Cheney, and Kinzinger."
374,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810832"
375,?,"Appearances:"
375,?,"For the SELECT COMMITTEE TO INVESTIGATE"
375,?,"THE JANUARY 6TH ATTACK ON THE U.S. CAPITOL:"
375,?,"ER STAFF ASSOCIATE"
375,?,"HE IS VESTIGATIVE COUNSEL"
375,?,"STAFF ASSOCIATE"
375,?,"HR, RESEARCHER"
375,?,"HR. SENIOR INVESTIGATIVE COUNSEL"
375,?,"ER CHIEF INVESTIGATIVE COUNSEL"
375,?,"HR I NVESTIGATIVE COUNSEL"
375,?,"HR, DETAILEE, DEPARTMENT OF HOMELAND SECURITY"
375,?,"HE CHIEF CLERK"
375,?,"HR, SENIOR TECHNICAL ADVISOR"
375,?,"HR. STAFF ASSOCIATE"
375,?,"For THE WITNESS:"
375,?,"Greenberg Traurig, LLP"
375,101,"L Street, N.W."
375,?,"Suite 1000"
375,?,"Washington, D.C. 20037"
375,?,"SUBJECT TO PROTECTIVE ORDER"
375,?,"SCO-00810833"
376,1,"Q_ When you say you went upstairs, is that to the residence?"
376,2,"A Correct."
376,3,"Q_ Allright. And we'll talk about that."
376,4,"Can you just describe the atmosphere? What were people expecting that night"
376,5,"when you got to the White House?"
376,6,"A ___ I think that there was typically for people who show up there on election"
376,7,"night, it is going to be a self-select more positive environment. And I think people were"
376,8,"a little bit nervous not nothing what was going to happen with the red wave or the red"
376,9,"mirage as the debate was being carried out."
376,10,"Q_ What were your expectations for that night?"
376,11,"A I knew that we were closing. I felt pretty confident that we'd win."
376,12,"Q_ Was it still an open question, though, in your mind?"
376,13,"A __ There is always some degree of doubt. But I felt -- I felt that trend lines"
376,14,"were moving in the right direction, and we'd prevail."
376,15,"Q_ And you seem like a numbers person, J. Is that based on your"
376,16,"analysis of the numbers and the polling that was going on?"
376,17,"A With regard to this, yes."
376,18,"Q_ When you say ""with regard to this,"" what do you mean?"
376,19,"A Meaning that our -- the way that we were closing strong with early vote"
376,20,"returns, the way that early vote numbers -- and when I say ""early vote"" that is a general"
376,21,"early vote or mail-in or any -- or any, any method. But we were doing better than"
376,22,"expected in some places, and Democrats were doing worse than expected in some places."
376,23,"Q_ Okay. Iunderstand that FOX News projected that Joe Biden won Arizona"
376,24,"around 11 o'clock that night. Do you remember when they called it for Arizona?"
376,25,"A Somewhere around that timeframe."
376,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810901"
377,1,"Q_ After, did that shift the atmosphere or the attitude in the White House?"
377,2,"A Completely."
377,3,"Q  Howso? Can you describe that?"
377,4,"A Because FOX News was the first to go out and say that. Even the CNNs of"
377,5,"the world thought the race was too close to call. And, in particular, our data people"
377,6,"were saying that we would prevail in Arizona. It would be close, but we would prevail"
377,7,"when all the ballots were counted."
377,8,"Q_ Was it kind of anger kind of directed towards FOX News for making a call"
377,9,"more so than, like, disappointment that maybe the campaign lost Arizona?"
377,10,"A Allthe above."
377,11,"Q__ So both, anger and disappointment?"
377,12,"A Both disappointment with FOX and concern that maybe our data or our"
377,13,"numbers weren't accurate."
377,14,"Q I understand that it's been reported at least that Bill Hemmer from FOX"
377,15,"called you before that projection came out. Is that right?"
377,16,"A I forget if it was a call or a text, but I did communicate with him and knew"
377,17,"that they were getting ready to make that call, yes."
377,18,"Q__ Did you say anything in response when he told you that they were getting"
377,19,"ready to make that call?"
377,20,"A __ Yeah, probably wasn't particularly family friendly. I was alittle bit shocked."
377,21,"Q_ Without the unfamily-friendly words, what was the gist of your message"
377,22,"back?"
377,23,"A How can you make this call when even more liberal outlets aren't making a"
377,24,"call like this."
377,25,"Q__Did he express that he was comfortable or that FOX was comfortable doing"
377,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810902"
378,?,"this based on the data?"
378,?,"A He expressed that it was completely out of his hands, and there was a -- I"
378,?,"forget the term, brain center, war room, or something of that nature, decision desk that"
378,?,"was making it, and he was simply the messenger."
378,?,"Q__Did you pass along this message to the President?"
378,?,"A Yes."
378,?,"Q_ Personally?"
378,?,"A __ It wasa bit of a chaotic night. I don't remember if -- I don't remember if I"
378,?,"was able to personally get to the President before it was announced. Iwasinaroom"
378,?,"full of people. And so everybody heard me say it or announce it in advance of it being"
378,?,"broadcast, but I don't remember the exact order of communicating with the President."
378,?,"Q_ Was he in that room when you announced it out loud?"
378,?,"A Not that I recall. I believe he was up in the residence."
378,?,"Q_ Do you know what his reaction to that FOX News announcement was,"
378,?,"though?"
378,?,"A __ Similar to mine."
378,?,"Q___Did you talk to him about it?"
378,?,"A At acertain point. I don't remember, again, if it was before the on-air"
378,?,"announcement or afterward. Excuse me."
378,?,"Q_ What did he say when you did talk to him about it?"
378,?,"A __ Similar to what I'd expressed to Bill Hemmer, except with a dynamic that"
378,?,"Rupert Murdoch was twisting the knife."
378,?,"Q_ Meaning that FOX News was not being fair to him? _I guess, could you"
378,?,"explain what you meant by that or what he meant by that?"
378,?,"A I think that FOX News wasn't being fair or was jumping to conclusions when"
378,?,"SUBJECT TO PROTECTIVE ORDER $G060810903"
379,1,"the race was still too close to call."
379,2,"Q_ And did the President expect more from FOX News?"
379,3,"A By that point in the relationship, probably not, but I think he was frustrated"
379,4,"nonetheless."
379,5,"Q_ And the major networks didn't call -- actually, I'm sorry. Let me just back"
379,6,"up. Do you remember any specific words he said to you in that conversation?"
379,7,"A Other than certain nonfamily-friendly words, those are probably the only"
379,8,"ones I'd remember from that and Murdoch's name."
379,9,"Q Now the major networks didn't call Pennsylvania, Michigan, Wisconsin, or"
379,10,"Georgia on election night. Do you remember that?"
379,11,"A I do not remember with great detail when each State was called across the"
379,12,"board. But I know that the race overall wasn't called until Saturday. Yeah."
379,13,"Q_ Fairenough. Now, when you went up to the residence, can you describe"
379,14,"what happened and when that was?"
379,15,"A -- I went up to the residence twice."
379,16,"Q__ Starting with the first time, what happened? And roughly when do you"
379,17,"think you went up?"
379,18,"A Somewhere probably shortly after the Arizona news. Again, I might be"
379,19,"conflating the two trips up. So I just remember that one time there were a lot more"
379,20,"people than the other. There's -- at least with the earlier group, I want to -- I believe"
379,21,"that there were more people, more allies, family members, people like that that were"
379,22,"around. One of the trips had a lot more people; one of the trips had fewer people."
379,23,"Q Okay. And in the fewer trip -- fewer people trip, what happened?"
379,24,"A And, again, I don't remember which one was first, if it was -- I think it was"
379,25,"probably more people initially and then fewer later. But I think the -- both of them were"
379,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810904"
380,1,"just wanting to know about where the numbers were and where they were -- where they"
380,2,"were tracking with a lot more of the numbers people doing a lot more of the talking, and"
380,3,"at least the first time I remember there was more conversation about calling FOX News to"
380,4,"try to get them to reverse their call."
380,5,"Q__ And was that a suggestion that the President made?"
380,6,"A ___ It was something that we had already started to do, even before we"
380,7,"discussed it with the President."
380,8,"Q_ And when you did you discuss it with him, was that -- did he agree with that"
380,9,"suggestion?"
380,10,"A Yeah. But he was probably even more adamant about redoubling efforts."
380,11,"Q_ Canyou describe that? And it is okay to use unfamily-friendly words. And"
380,12,"we are interested in the discussion that you had and what he said."
380,13,"A I mean, simply that how could FOX go and call this when even the fake news"
380,14,"outlets weren't calling it. It's way too early. Our numbers show that we are going to"
380,15,"win that State, and Murdoch's just doing this to mess with me. That's a summary."
380,16,"Q_ Okay. Nowwere you up in the residence with him as he planned to give his"
380,17,"speech on election night?"
380,18,"A __ The -- thinking carefully here."
380,19,"Q_ Let meask it this way: Did you ever discuss the speech that he was going"
380,20,"to give on election night?"
380,21,"A __ That's what I'm trying to think back to. That was largely being worked on"
380,22,"by I believe [NJ and his team, the speech-writing team. And I don't"
380,23,"remember weighing in -- I don't remember weighing in on the speech details, other than"
380,24,"there was suggestions by I believe it was [EE to go declare victory and to say"
380,25,"that we'd won it outright. And I remember saying that I -- to the best of my memory, I"
380,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810905"
381,1,"was saying that we should not go declare victory until we had a better sense of the"
381,2,"numbers."
381,3,"Q = Okay. Can you be more specific about that conversation, in particular what"
381,4,"EER Said, your response, and anybody else in the room's response?"
381,5,"A __ I think effectively J was saying: Wewonit. They are"
381,6,"stealing it from us. Where did all the votes come from? We need to go say that we"
381,7,"won. And essentially anyone who didn't agree with that position was being weak. And"
381,8,"I believe {J pushed back on that, said that we'd need more information; we"
381,9,"can't go and declare that. And then a certain point I think there's -- I think maybe i"
381,10,"J maybe got into it with either -- I think it was ES or J. but"
381,11,"HEB was definitely pushing to declare victory."
381,12,"Q When you say {EJ may have gotten into it with I or"
381,13,". (ER, can you be more specific?"
381,14,"A I think some of the commentary may have included a couple of expletives"
381,15,"and may have gotten a little more personal in nature."
381,16,"Q__I'mgoing to ask you to unpack that. Could you be specific about what"
381,17,"happened?"
381,18,"A I think it's more of just a general ""you're not very good at your job or you're"
381,19,"not very smart"" but with extra expletives in there."
381,20,"Q_ And how did (or SJ respond?"
381,21,"A __ Ithink they responded in kind, the same level of passion."
381,22,"Q__ Did the President see this happening?"
381,23,"A I believe it was in a side room. I do not think this played out in front of the"
381,24,"President."
381,25,"Q_ So you said that both you and {i pushed back and said, you"
381,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810906"
382,?,"can't do that, meaning accept { recommendation to just go out there and"
382,?,"say he won. Why was that important to you?"
382,?,"A Well, I think for a couple of things. I mean, I always strive to be as accurate"
382,?,"as possible, but also there was a concern that if we just went with a blanket ""we won,"""
382,?,"then it might undercut some of the legitimate legal efforts that were -- that were going to"
382,?,"happen later. And, also, we'd have to come up with some aspect of compelling"
382,?,"evidence to go and show that, and it was just too early. We didn't have that all put"
382,?,"together yet."
382,?,"Q__ So there wasn't evidence to support the fact that he had won at least at this"
382,?,"point in the election. Is that fair?"
382,?,"A At that moment. And to be fair, there wasn't evidence that Biden had won"
382,?,"either. It was still very much an election -- excuse me -- in dispute as it took the better"
382,?,"part of a week before a winner was announced."
382,?,"Q Now obviously the President ended up making a speech that night and he"
382,?,"said: This is a fraud on the American public. This is an embarrassment to our country."
382,?,"We were getting ready to win this election. Frankly, we did win this election. We did"
382,?,"win this election. This is a major fraud on our Nation -- among other things that he said"
382,?,"that night. Did you know beforehand he was going to give -- or make a speech like that?"
382,?,"A I don't remember those specific words. And I don't recall at this time if I"
382,?,"had the opportunity to review the speech before it started. There was very much"
382,?,"a-- there were a lot of things going on that night, including trying to get more information"
382,?,"to better inform our positioning. And I was not active -- I would not describe myself as"
382,?,"an active participant for his speech prep for those remarks."
382,?,"Q_ Okay. And think you just mentioned, though, at that point, there still"
382,?,"wasn't information whether the President had won or lost. Right? In your view?"
382,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810907"
383,1,"A Correct. Of the election overall, it was too early to say one way other the"
383,2,"other."
383,3,"HR. 40y questions about that from members on the call?"
383,4,"Anybody in the room?"
383,5,"HR. \0 thanks."
383,6,"as"
383,7,"Q [EBRD a quick followup. You mentioned J as someone who"
383,8,"was saying -- telling the President that he could say that he won the election. Was there"
383,9,"anyone else that you saw that was in that camp pushing the President to stay that he had"
383,10,"won the election?"
383,11,"A Not that I immediately recall. There were a lot of people that were floating"
383,12,"around. And I certainly was not present for every conversation."
383,13,"Q Okay. And how about you mentioned [EE as someone pushing"
383,14,"back and you as well. Was there any one else in the camp pushing back against I I"
383,15,"(J recommendation that --"
383,16,"—."
383,17,"Q QHRR. And what do you recall I saying?"
383,18,"A Very roughly something along the lines of: We don't know what's"
383,19,"happened yet. We can't definitively declare victory."
383,20,"Q___Doyou recall when EE was saying, you know, ""you should say that"
383,21,"you won,"" what he was basing that off of?"
383,22,"A You'd have to ask IN 2"
383,23,"Q_ Okay. I mean, did he, like, reference maybe any numbers, or, like,"
383,24,"statistics, or anything that he had that made him think that Trump had won?"
383,25,"A __ The concerns vocalized focused more on the fact that we'd been ahead at"
383,?,"SUBJECT TO PROTECTIVE ORDER SCO-00810908"
384,1,"A I mean, effectively, yes."
384,2,"Q_ Okay. Soon exhibit 33, if you could scroll up to the top."
384,3,"This is a January 5th, 2020, statement from President Donald J. Trump. It talks"
384,4,"about the New York Times report."
384,5,"Is this the statement that we've been referring to?"
384,6,"A Yes."
384,7,"Q_ And how did this cerme to be? Did he ask you, the President, ask you to put"
384,8,"out a statement about this lunch?"
384,9,"A I remember } called the President to make sure that he had seen the story."
384,10,"And I don't remember what stretch of the day I caught himin. Obviously, that was the"
384,11,"night of the Georgia elections, the Georgia Senate elections."
384,12,"So at some point I got the President on the phone and talked through and said"
384,13,"that -- asked him if it was an accurate story or if he wanted to say something different."
384,14,"And he had a much different perspective on how their conversation had played out."
384,15,"Q__Inthe end of the first paragraph there it says, ""The Vice President and I are"
384,16,"in total agreement that the Vice President has the power to act."""
384,17,"Did you express any concern that that was not what you were hearing to the"
384,18,"President as he asked you to put the statement out?"
384,19,"A I think the way that came up was obviously the story had been pushed by"
384,20,"the Vice President's camp, but didn't know necessarily who exactly did it or if the Vice"
384,21,"President was -- to what extent he was in agreement. But that was the President's"
384,22,"recollection, was that they were in agreement that the Vice President did have the power"
384,23,"to act."
384,24,"Q__ Understood that that was his perspective. But did you say to him that"
384,25,"that's not what the Vice President's camp is saying?"
384,?,"SUBJECT TO PROTECTIVE ORDER SCO-0081 1003"
385,1,"A Oh, I had not communicated directly with the Vice President's camp at that"
385,2,"point, and so I did not say that."
385,3,"Q You later found out --"
385,4,"A We discussed the news story, obviously, we discussed the first cut of the"
385,5,"news story that went up with no statement from the President."
385,6,"Q__ So this is the President's, at least as communicated to you, this is the"
385,7,"President's belief of what happened in that meeting?"
385,8,"A Correct."
385,9,"Q When J contacted you, he was upset. Is that what you said?"
385,10,"A He clearly was not pleased."
385,11,"Q __ Tell us what he said."
385,12,"A What's the process for putting out a statement for a meeting where only"
385,13,"two people are in the room?"
385,14,"Q__ Did he ask you to retract the statement?"
385,15,"A No. He just -- I think it went right to, what's the process for putting out a"
385,16,"statement for a meeting when only two people are in a room."
385,17,"Q_ And he clearly disagreed with the substance, though, right, because he said"
385,18,"the Vice President doesn't agree with this?"
385,19,"A I'm trying to think what exactly he said. I mean, the tone was very clearly"
385,20,"that -- he used some language to strongly infer that the Vice President disagreed with"
385,21,"that take, but I don't remember what that language was."
385,22,"Q_ When you spoke to the President about this story and before you put the"
385,23,"statement out, what was the President's mood? Was he upset?"
385,24,"A I don't recall the -- I don't recall a particular mood. And, again, it was by"
385,25,"phone so! was not with him in person."
385,?,"SUBJECT TO PROTECTIVE ORDER SCO-0081 1004"
386,?,"Q_ Fair enough."
386,?,"From what you could tell, did he seem frustrated?"
386,?,"A I just -- I don't remember with enough clarity to describe a mood at that"
386,?,"moment."
386,?,"Q___ Did he comment to you on his thoughts about the President's power -- or,"
386,?,"excuse me, the Vice President's power at the January 6th joint session?"
386,?,"A Well, I mean, obviously, we put that statement out. So I think that's"
386,?,"probably the best reflection of what the President's mindset was at that time."
386,?,"Q__ Did he say anything about being disappointed with the Vice President or"
386,?,"what he thought the Vice President might do?"
386,?,"A I think it was more of usually what he would say is, ""I hope Mike does the"
386,?,"right thing,"" or, ""I Hope Mike says they need to look at all the broadened irregularity and"
386,?,"unconstitutional way that this election was conducted."" So it would usually be along"
386,?,"those lines."
386,?,"HR. Anything else on this statement?"
386,?,"HE. cab."
386,?,"oy a:"
386,?,"Q Let's go back."
386,?,"So the New York Times article comes out during the day on January 5th. Is that"
386,?,"right, i?"
386,?,"A I don't remember the time during the day that it came out, but it was some"
386,?,"point after the lunch. But I don't remember how late, though, or early or late it came"
386,?,"out."
386,?,"Q_ Okay. So it's posted on the New York Times website sometime in the"
386,?,"afternoon after the President and the Vice President had had this lunch in which they had"
386,?,"SUBJECT TO PROTECTIVE ORDER SCO-0081 1005"
481,4,"SELECT COMMITTEE TO INVESTIGATE THE"
481,5,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
481,6,"U.S. HOUSE OF REPRESENTATIVES,"
481,7,"WASHINGTON, D.C."
481,11,"s INTERVIEWOF:"
481,15,"Friday, March 25, 2022"
481,17,"Washington, D.C."
481,20,"The interview in the above matter was held via Webex, commencing at 10:02 a.m."
481,21,"Present: Representative Luria."
481,?,"SUBJECT TO PROTECTIVE ORDER SCO-00822300"
482,?,"Appearances:"
482,?,"For the SELECT COMMITTEE TO INVESTIGATE"
482,?,"THE JANUARY 6TH ATTACK ON THE U.S. CAPITOL:"
482,?,"MR, STAFF ASSOCIATE"
482,?,"HR I NVESTIGATIVE COUNSEL"
482,?,"Es, STAFF ASSOCIATE"
482,?,"ER, ° ROFESSIONAL STAFF MEMBER"
482,?,"HR, CHIEF INVESTIGATIVE COUNSEL"
482,?,"I CHIEF CLERK"
482,?,"HR, PROFESSIONAL STAFF MEMBER"
482,?,"ME, SENIOR INVESTIGATIVE COUNSEL"
482,?,"SUBJECT TO PROTECTIVE ORDER"
482,?,"SCO-00822301"
483,1,"a lot of press around him being serious about running. So continued to do television"
483,2,"forhim. He eventually started calling me to thank me for my public support."
483,3,"Q__ Did you take on an official role with the campaign at some point?"
483,4,"A __ That would be the end of 2015, September-October time period, when he"
483,5,"finally called and invited me to become his official campaign spokesperson."
483,6,"Q__ Did you hold that role through the election?"
483,7,"A Yes."
483,8,"Q__ And did you go into his administration after he won?"
483,9,"A __ Idid not."
483,10,"Q_ What did you do instead?"
483,11,"A I stayed out with the super-PAC that was started with some of the other"
483,12,"members of the campaign for a little while, before going back to the campaign."
483,13,"Q_ And so for his reelection campaign, President Trump's, did you have an"
483,14,"official role?"
483,15,"A _ Senior adviser to the 2020 reelection."
483,16,"Q_ And what were you overseeing in that role as a senior adviser?"
483,17,"A So my portfolio, for lack of a better term, it was more press, comms, and"
483,18,"coalitions."
483,19,"Q_ And when you say coalitions, what does that mean?"
483,20,"A It is the grassroots outreach support."
483,21,"Q_ And what sort of work in terms of the outreach and otherwise interacting"
483,22,"with the coalitions and grassroots did you do in that role?"
483,23,"A Really just oversee. Because each department had their own director and"
483,24,"deputies and staff, so there were essentially like miniature campaigns within the"
483,25,"campaign. But because I had so much experience in running coalitions and networks, I"
483,?,"SUBJECT TO PROTECTIVE ORDER SCO-00822307"
484,1,"Q__ As part of your work with the coalitions, was there also a proactive sense of"
484,2,"being aware if someone who hadn't come to you to get vetted was otherwise holding"
484,3,"themselves out as somehow associated with the campaign?"
484,4,"A There were a lot of people who would pretend to speak on behalf of the"
484,5,"campaign, and we would track that. We'd ask them to stop in many cases, but you just"
484,6,"can't police the entire internet."
484,7,"Q__ Now, when -- after the election in 2020, did you stay on the campaign for a"
484,8,"time?"
484,9,"A __ After the November election?"
484,10,"Q_ Uh-huh."
484,11,"A My time ended December 31st."
484,12,"Q__ So between November 3rd, election day, and at the end of the year,"
484,13,"December 31st, what role were you doing, if it was different, or was it the same?"
484,14,"A So during that time period, there were a lot of coalition members, board"
484,15,"members who wanted to stay engaged in the process, follow the constitutional process of"
484,16,"challenging the election. And one of my primary goals, one of my primary personal"
484,17,"goals was to make sure that our specific campaign people did not get caught up with"
484,18,"those who were out there not really carrying our message and kind of going their own"
484,19,"route and -- which is something that we've done throughout the entire campaign, making"
484,20,"sure that they had clear guidance on what would be approved or what would not be"
484,21,"approved."
484,22,"Q__ You, yourself, were you -- did you go out and advocate on behalf of the"
484,23,"campaign and the President or were you still -- were you strictly doing the oversight of"
484,24,"coalitions during this, after the election to the end of the year period?"
484,25,"A I was still advocating. I didn't reallydo much TV. We did Team Trump"
484,?,"SUBJECT TO PROTECTIVE ORDER SCO-00822310"
485,1,"Q_ Okay. So did the -- so the campaign started to shift its focus to the State"
485,2,"legislators and then the certification on January 6th, right?"
485,3,"A Correct."
485,4,"Q___ Did you have any role in messaging, yourself, on behalf of the campaign once"
485,5,"that shift was made between then and the end of your time on December 31st?"
485,6,"A No."
485,7,"Q__ And did you notice a shift or observe that the grassroots organizations that"
485,8,"had been protesting, that they shifted their focus to January 6th at that time similarly to"
485,9,"the President in the campaign?"
485,10,"A Every -- once the news started coming out at the -- they were announcing"
485,11,"what the next process would be, it was natural for everybody to shift to what was to be"
485,12,"next."
485,13,"Q_ And so on that point, if we look at exhibit 5, these are going to be screen"
485,14,"shots of tweets. And we go to page 1."
485,15,"Do you -- what we have here are { and her Twitter account. And you"
485,16,"see on December 16th -- and I'll just go through a few of these just to set the stage -- she"
485,17,"says: We have some very exciting news coming soon for the #MarchForTrump."
485,18,"If we go to page 2, still on December 16th, she says: Our incredible team"
485,19,"@AmericaFirstWomen has put on the two largest events that the American people have"
485,20,"ever put on fora POTUS. March for Trump has sent shock waves around the world that"
485,21,"we the people will be heard. Help us keep fighting."
485,22,"And down below, if we can zoom in, you see that she makes clear that: After our"
485,23,"second massive March for Trump in D.C., we are keeping the buses going leading to our"
485,24,"next massive rally January 6th in D.C."
485,25,"A Uh-huh."
485,?,"SUBJECT TO PROTECTIVE ORDER SCO-00822323"
486,4,"d Q So the I, up by December 16th. _ Like you said, people are focused"
486,2,"onthe 6th. And here it is, they're saying they're coming back to town."
486,3,"A Right."
486,4,"Q__ Did you talk to them about this plan before they sent it out or soon after,"
486,5,"that you can remember?"
486,6,"A I don't remember when they told me they were doing the bus. I remember"
486,7,"having a discussion because, prior to the electoral college, which I think it even states on"
486,8,"there, through January 20th, prior to that, there were no plans for the 6th until the 6th"
486,9,"became the next step, and then they rearranged everything for the 6th. But! couldn't"
486,10,"tell you when we had that conversation."
486,11,"Q _ Understood. And if we go to page 3, you see Women for Trump is the"
486,12,"Twitter handle, and I'll tell you, that's actually still the J’ group, even though they"
486,13,"had changed the name but it was still under the Women for Trump name, and sending"
486,14,"out that they were going to keep rolling patriots, never, ever back down, and that was"
486,15,"retweeting [J and this was also on December 16th."
486,16,"A Uh-huh."
486,17,"Q_ Soconsistent. And then we goto page 4. We have to do alittle bit of"
486,18,"math here, but what we see here are a tweet by EN. Now, it's actually on"
486,19,"December 19th. That's going to be in reaction to President Trump's tweet that same"
486,20,"day that we'll see in a second."
486,21,"But what (says is: 2 days ago, Stop the Steal founder"
486,22,"announced our coalition was doing a protest in D.C. on January 6th."
486,23,"And if you go down below that, you see he's re -- I don't know if that's retweeting"
486,24,"or resharing a tweet he sent out of my 2 days prior. So on -- if you see that, next to"
486,25,"HM name, so on December 17th. And you cansee down there: Every Saturday every"
486,?,"SUBJECT TO PROTECTIVE ORDER SCO-00822324"
513,5,"SELECT COMMITTEE TO INVESTIGATE THE"
513,6,"JANUARY 6TH ATTACK ON THE U.S. CAPITOL,"
513,7,"U.S. HOUSE OF REPRESENTATIVES,"
513,8,"WASHINGTON, D.C."
513,12,"INTERVIEWOF:"
513,16,"Tuesday, November 30, 2021"
